words,sentiment_coeff
amounting,-1.6778512168340851
favours,-1.4040668618081666
half-assed,-1.295575192795049
man-child,-1.5041691871520708
phoned,-1.4888048257979438
indicating,-1.5701698790137426
contributing,-1.3479447071602415
things:,-1.5811985179241899
car,-1.2007483308662774
"""money!""",-2.081155335145703
"true,",-1.4655903563255581
row,-1.6557330753257145
fortune,-1.4125290880551655
divorce,-1.3436141836496909
resulting,-1.2527290036164358
stop-motion,-1.4709295549671
tantrums,-1.3220651818792295
stroy,-1.2937174281058748
foreshadowing,-1.250578186082361
inevitable,-1.1242276475180484
tormenting,-1.9690594758404558
chose,-1.377095498821726
"tho,",-1.9992256162057247
0/10,1.6840415968172675
hmm?,-1.3700903732408223
"coarse,",-1.49038620049516
wrapped,-1.1842362213680053
melodrama,-1.731325753487319
jabbering,-1.6883432897656891
factors:,-1.695069907664562
fan-service,-1.2505706211121046
skipped,-1.5039252518288957
championed,-1.4882782775577117
'seemed',-1.490627788914923
'episode,-1.2707665749602504
1',-1.265021825672118
sans,-1.518692920032201
"sith',",-1.3867029076891793
was-,-1.2770350534328567
"turgid,",-1.2546991791550386
inter-galactic,-1.2286366228349799
realism,-1.2807288195492375
acheive,-1.6489035904501053
perform,-1.2197951831346252
against?,-1.3776713652251313
demands,-1.2276412957793188
hero?,-1.4898082846692942
soppy,-1.2331552470167162
story),-1.1310212432416658
bridge,-1.1758547267087236
ranging,-1.5736599603396584
petty,-1.3209356859575387
convey,-1.2142669628321365
widely,-1.2235894495748736
sub-plots,-1.4087333754048874
indicated,-2.0346330926263887
"crawl,",-1.3534011234985734
outs,-1.6684324324363653
chrisopher,-1.3199962299060983
mcdiarmid's,-1.1844449358946063
excellently,-1.4312382606266323
"spectrum,",-2.070167448404277
affection,-1.7949079635152996
instance,-2.0034954154484583
implying,-2.3720594288097834
glimpses,-1.7245716055095857
beaten,-1.2636284763416654
grittiness,-1.4686538391671267
its's,-1.6428597140377514
abandoned,-1.2733671028715723
"squinty,",-1.6476553799704912
gently,-1.5724424888794546
confidently,-1.292530111091526
length,-1.2870076725693058
wipe,-1.3557038445267866
considero,4.108933065739939
"""mala""",3.950490875398021
tengo,3.456326901091569
desastre,2.648948790539216
siento,2.2196142032921586
odio,2.905776971067605
profundo,3.5396344810002134
esté,2.985244881907965
exanta,3.1152996163110105
elementos,2.7966164661795117
interesantes,4.710971051759506
trilogía,1.6822299251698938
"política,",3.10209322654739
"simplona,",3.269556732496668
contextualiza,3.2671513504393617
"universo,",3.3938111320797275
especialmente,3.2248124566955196
hora,3.3802315555281544
construir,2.5576974026214945
imperio,1.6282220320494436
clásica,3.0591316242742512
ahí,2.943482974653855
acaba,3.117368728618691
mierda,3.067549562504578
escrito,2.843962919533124
escándalo,3.1522478017162125
(de,3.3079115285492557
desastrosa,3.31521439784951
es),3.622725218138617
allí,3.148937512933348
paso,3.8112316686858945
(aunque,2.8120800821764766
tercera,4.37822335320668
será,3.733157784246559
aun,3.1973281178788473
peor),3.9111764396211113
amor,5.11472530596079
"ay,",2.9951448537544003
¿george,3.021669504171822
alguna,2.9731621910816286
relación,3.1596406321667327
amorosa,3.435635983284633
sana,3.5942363119102
vida?,3.3375703573441324
duda,1.9062290447874153
tóxica,3.753672086273737
miedo,4.015312779051153
supuesto,2.818411235859102
ese,3.1019882573704276
"""descenso",2.920100397408854
"tinieblas""",2.74081993055651
torpe,3.759150586140359
(incluso,4.6779826558341835
teniendo,4.403110403748213
buenos,3.5584851154855377
base),1.538128247602581
sensación,3.8880796333656864
villanos,3.147714943548967
increibles,2.666129058716075
nace,2.927706978159895
rabieta,3.9595886026075555
quincieñero,3.6063814516021595
edad,3.3549065109895424
pavo,3.7580762201180185
serie,3.211451450460259
tartakovsky,2.5130753519849414
hacía,2.382319086023065
minutos,2.338710072551653
"señores,",1.7679999296217732
epopeya,3.0857318312468114
construirá,2.740926066375247
"continuación,",2.5300726828390303
ridiculas,2.1606568805973216
creibles,3.7038055030152193
peor,2.4106301219193202
insulto,2.707168698620998
franquicia,2.2610383065887394
"credibility,",-1.6606117884630676
shoudn't,-1.4423208641607275
reason-bad,-1.4524892497692836
"dialouges,bad",-1.483472704151652
"acting,poorly",-1.539642823425274
"solid,",-1.6063919852470745
nods,-1.2749725181420424
mindful,-2.0048258862697104
akward,-1.6858020563872196
cautious,-1.4279902830558153
mysteries,-1.2682374137240622
cline,-1.9533423273531445
commissioned,-1.3996451859110262
groom,-1.5872501444655494
feedback,-1.752741648940281
smallest,-1.6538689989255118
action!!!,-1.867029678226946
snooze,-1.8743928494201494
fest,-1.4533770396114238
nuance,-1.425128707776208
ani,-1.3740197130733747
shiny,-1.3456491939378563
highway,1.7304821020961518
airspeeders,2.2105669679119595
reaches,-1.24636840040194
"last,",-1.3735617548893855
definatly,-1.586441321937191
amplifying,-1.927877002569369
3%,-1.7212357618000178
brillian,-1.564111954243214
hormonal,-1.7823655566836565
"teen,",-1.6818581621848665
spot-on,-2.292890252102756
"baked,",-1.460946835070378
"unsympathetic,",-1.6055808230144715
"follow,",-1.2257084806992928
"""bad",-1.2373867237935527
"acting"",",-1.7468353766702507
movie-,-1.2761666250718648
series!,-1.2664382217835584
nota:,-1.6220537171925384
9/5,-2.194507699843431
"""meh""",-2.793364048918247
underachieving,-1.757136351349577
blemishes,-1.9921998533295737
"belief,",-1.6950582914737966
wars;,-1.4182758735769507
padame,-1.5928400680344472
underdevoled,-1.6268964075448473
:l,-1.913525671978253
inspired,-1.1437926455969434
tbh,-2.023370152336402
artwork,-1.5226154635550404
upsetting,-1.9676960129238648
fillers,-1.8392233695744482
"mcbeth,",-1.3778505077588536
"adequate,",-1.3445274972399075
wall,-1.3745388384912762
climb,-1.8950832361675412
oddly,-1.2469376399456782
leans,-1.4198795001497917
never-ending,-1.5297839031344638
cycle,-1.4485427887389146
devices,-1.1801611128194742
repel,-1.5628319170293803
loyal,-1.4124049291020189
annakin's,-1.6491835145846676
mop,-2.1776372861231432
closest,-1.5722679633052494
narcissistic,-1.6937598698642067
there'll,-1.6453529484533118
"sand""),",-1.5029062877261483
drawn-out,-1.438245457781883
engage,-1.1955505213669433
(christensen,-1.4124715564776884
"creep),",-2.0082598624679124
"promise,",-1.6885461217798048
squandered,-1.727657220977188
faults,-1.4861930175733769
"""ok",-1.5389363548376165
"impressive,",-1.2596829599580082
levels!,-1.509076724279034
one!,-1.235815814912799
"uncomfortable!""",-1.5384335364778268
"minority,",-1.809396974454708
efforts,-1.36097963108197
pathetic,-1.3510929917030345
facade,-1.4054892380854955
whick,-1.3681200334029378
(1),-1.696511718702668
contribute,-1.536416267756763
(2),-1.922690769619722
fulfilled,-1.3202849313151748
"fault),",-1.9835004449527627
truck,-1.6040173403973788
beer,-1.548256540658819
"nja,",1.8786413579119026
längtar,1.668814387466041
nog,1.50624507193854
nr,-1.3659825693306524
4!,-1.5309474584811242
method,-1.4540737303357627
iconic/memorable,-1.4228382065505312
"cringy,",-1.7209827318109743
sexualize,-1.3312402155491319
sway,-1.3708400506266845
"helm,",-1.5100203920430801
cristianson,-1.489697531034057
aided,-1.5013578656058892
exceedingly,-1.6470235158047564
portrayed),-1.8164582205794224
never-before,-1.5398208129745554
merit,-1.4485432911643474
films;,-1.2312740785038279
interstellar,-1.3579679010988168
dogfights,-1.3077911759259582
"mention,",-1.2433302196103904
perfection,-1.228414043146487
ignition,-2.147009512191375
genesis,-1.6443056407170165
ride!,-1.3914608045593893
god!,-1.3872010597314735
"round,",-1.8012280703222452
inevitably,-1.8315257724741059
slanted,-1.6476066961998082
"vfx,",-1.3797129212724781
a-listers,-1.5147974937704614
(lifeless,-1.6154342716716543
wining,-1.5567986927305992
acting),-1.5130860133937671
skyealker,-1.5081621090492203
"manner,",-1.2207210459752467
"appear,",-1.879052097918724
loser,-1.4743775381320856
awkwardly,-1.4478705444188174
stinker,-1.5370554749513148
fairness,-2.314709490284675
friday,-1.4880853855140106
reach,-1.1425282523247247
ripped,-1.4413848811366412
roughly,-1.5498757549231539
"previously,",-1.5039739543820938
jackson's,-1.328033449004548
oz's,-1.2562809854398609
"previous,",-1.4094144357563305
"simply,",-1.5724263653017796
vows,-1.67412303308113
"apart,",-1.2803191082229255
drift,-1.5287210684443648
convince,-1.2867607539044608
barest,-2.123806759175073
"emotion,",-1.3392141760767569
fixation,-2.136513544717003
(played,-1.611824387680746
stalker,-1.5006553446396813
flip,-1.4225113827913558
creeped,-1.765506529221513
occurs,-1.325617142519753
"air,",-1.4384492715365713
(i'm,-1.524177951852697
"comment),",-1.6119437967089019
dooku's,-1.340602892066508
batch,-1.479539895574086
"joyless,",-1.608719048585209
"""get",-1.4944350930881263
"fire!""",-1.5307706458023618
seen!,-1.3501167557266456
well?,-1.3711440787610147
c's,-1.4236352553312877
heartbeat,-1.6422737168563166
"humanity,",-1.587449547367586
vi,-1.0775509669962129
i-iii,-1.5456267359449836
snails,-1.4783008936450157
slogging,-1.553694247170259
totals,-1.6159962298840576
exploration,-1.2716314689176187
"bore,",-2.1248514374319107
least),-1.610809325404582
"it,s",-1.5008776777391595
overloaded,-1.6122829482249674
vfx,-1.1769805491521745
intresting,-1.875572011300654
"romance,bad",-1.4561162212932806
"choices,heavy",-1.244054510280574
"cgi,slow",-1.2174562538224674
"pacing,and",-1.282229445426501
"""watch",-1.526979558370788
"able""",-1.502467787256699
ii's,-1.3928546293653705
incurable,-1.4174056438474463
illness,-1.3916161495453565
unacceptable,-1.3730754109110077
revealing,-1.2858096331508262
secrets,-1.496660922032477
turmoil,-1.5977503868438725
"""love""",-1.756415746614507
grate,-1.8814295243581478
",stupid",-2.325662353703417
wodden,-1.7359506753606826
sorta,-1.6706364662903244
christensons,-1.989095306729917
drunk,-1.421577084007643
lumbered,-1.6553615477800758
sparkle,-1.713821819400205
vitality,-1.4825595212889517
cack-handed,-1.9287357651969337
manner,-1.3473419246254348
nefarious,-1.274436081675706
passionless,1.7017344373503946
geeky,-1.4746120407997019
"piece,",-1.9171657496072572
dollop,-1.9345343401324844
pad,-1.4724252042736448
winy,-1.6495708153272848
intimidating,-1.2357694535211523
elderly,-1.2245852961322479
gentlemen,-1.7382671627585158
preciously,-1.5834230901317548
(yoda,-1.4580474644572445
realisation,-1.8046302161771453
masturbate,-1.880677481831165
lucas?!,-1.444616352924687
"just,",-1.4637348401861805
appease,-1.5697789763551886
deepened,-1.587806187634371
"""emo""",-1.800727428534156
script's,-1.8385491855069742
"fault,",-1.4089689005587678
(including,-1.1878743062909967
myself),-1.6697405632967925
hits,-1.1760992011642284
overuses,-1.3883234373537139
videogame,-1.2041291747758995
artificially,-1.5299781796843674
blind,-1.2609909812158557
screen;,-1.5542928457212788
loud,-1.366172238806029
blaster,-1.1663187568439233
guns,-1.5108493122982107
"explosions,",-1.2559949483905246
dissatisfied,-1.5413309687587349
kenobi's,-1.5908950308437846
performance!,-1.476948692786874
intimate,-1.2829183862371638
template,-1.3358343234706873
drawback,-1.8172343038664769
begin?!?!,-1.948906692924003
dyas',-1.392047408013359
army??,-1.6208750936374812
that'll,-1.509758951109366
ludicrous,-1.5100268008991586
assign,-1.3458833785459992
amidala??,-1.3925013178843428
jedi??,-1.6641764875762144
shape,-1.3774807024429494
freakin,-1.6018174819383253
menace!!!!!!!!!!!!!,-1.8066438194267334
"financially,",-1.8861314845937396
surrounding,-1.2846223979793254
reactions,-1.2512565898888226
hopeful,-1.2642421531121573
marked,-1.3716906160478226
possessed,-1.6969466835714435
"improvements,",-1.6385176901719944
"disposal,",-1.5567479289620425
amidala;,-1.2165269129628276
investigate,-1.8538624909351709
"offset,",-2.677298769429818
notably,-1.3863128710448271
extravagant,-1.6081423706691453
sustained,-1.4585516706325057
strings,-1.3159701281106007
chancellor's,-1.5183368453465793
fruition,-1.39873353552042
entrance,-1.279335014231594
careful,-1.7941781592893797
manipulation,-1.6445476066012308
build-up,-1.4705366398827315
"process,",-1.3990585046770199
laying,-1.2065112929479624
culminates,-1.4332825875146058
sith;,-1.6687684138903787
personified,-1.5128827708089367
seeds,-1.5569111206467368
gradual,-1.6575603566900845
"menance,",-1.8024470155700312
explodes,-1.5755375163334737
incorporate,-1.585832952390428
proceedings,-1.624594304691616
"two,",-1.2828488590834821
respectively,-1.2908728048407525
film;,-1.1136155357718045
actor;,-1.5053174993223977
shattered,-1.7216676538176703
"glass,",-1.769735375497752
exacerbates,-2.084507435944627
alternating,-1.7136312840633359
moaning,-1.4960020212798535
people?,-1.6018593866236983
things;,-1.3601039100463534
varied,-1.2788953702985986
participation,-1.9388560015299348
member,-1.2418936504042015
conversation,-1.249107815933723
swordplay,-1.852576822768808
series;,-1.2294327574027444
soaked,1.402450544113624
labs,1.37838024439965
gloomy,-1.5734941128534945
opposite,-1.2450549115991223
coin,-1.5645723277720698
"run-down,",-1.411966827603312
dusty,-1.4434095853480098
gritty,-1.258344428259387
backdrop,-1.3420105533745952
afield,-1.8323840687778539
naboo;,-1.9041867577035054
selection,-1.501775107697029
songs,-1.3128515169434407
depending,-1.3126802733951581
"class,",-1.7540372073211115
"camera,",-1.4055713427101435
lessening,-1.431409566367664
tentative,-1.6086914709943787
"presentation,",-1.874006753479603
immerse,-1.7033373469710347
halves;,-1.893385227192046
"frantic,",-1.4492554101156154
riddled,-1.3683520376297202
pretentious,-1.1377160708120753
"""romantic",-1.3113475681836553
"chemistry""",-1.3730643535981044
(original,-1.1670241005101327
v:,1.1693834843995952
(prequel,-1.1910750263195597
iii:,-1.32068082684502
vi:,-1.2405306712249502
vii:,-1.31055811548286
(sequel,-1.2322674815683943
(1,-1.559788533934937
5/5),-1.3458151166158314
displays,-1.1785411092288829
godsmack/papa,1.6547731443788378
roach-levels,1.6352472956256365
hypemasc,1.512077430266809
preteen,-1.977728969917745
unsuccessful,-1.3136195502999892
"friendship,",-1.1644358763414806
mish-mash,-1.4983571491509626
spouting,-1.3273626625915498
unconvincingly,-1.5105687175171794
condescended,-1.7600907346501875
muppet,-1.2385211857822167
jamaican,-1.5719291456514215
rabbit,-1.5231856313562866
scaled,-1.556742154454705
doom,-1.3569616679012986
sensory,-1.3091387608362832
door,-1.2554725277554437
underdevoloped,-1.4129586563985959
backwards,-1.6611721545357871
"""most",-1.319861597932746
"i""(c)",-1.6922411791810912
:(,-1.2428854164800227
completa,2.386608163194428
"pesada,",2.499009587329406
"hechos,",2.9645782466174952
sigue,1.9871051650317795
magnifica,1.896368479525238
comete,2.549050846841835
mismos,3.1204160077909897
errores,2.6922741677389954
pasada,2.5573927601427755
evolución,2.3040766524477094
"personajes,",2.22931226642384
"aburrido,",1.9819275427851322
pocas,2.3141577458533726
completamente,3.352880185842652
útiles,2.8989425210284807
decentish,-1.9515834757413277
id,-1.8649545323779857
mouth,-1.2169414669745215
"""naturally""",-1.8539432389852342
says:,-1.3023323570949217
"""obi-wan",-1.6352224267060829
""")",-2.0712674226773164
"""significant",-1.7146607547488881
"be""",-1.4352900590803312
"democracy"",",-1.505056419145246
correct,-1.115025665425011
answer,-1.1605337862220375
comments),-1.6719506165059144
ummmmm,-2.3683034857903538
annoying!,-1.7573047354487172
let-down,-1.4618131844561177
absurdly,-1.8414516704410369
din,-1.5516142313624985
bette,-1.243811319384395
rthat,-1.5425434990268747
franchaise,-1.3778654201156502
sertantly,1.29522123710075
rivived,1.329789606450409
ssaga,-1.3400568085034077
2-attack,-1.7019679168958612
awe,-1.2430985109472579
couples,-1.5234955338010336
on:,-1.2374940841471607
https://www,-1.2549073872012222
com/watch?v=zmrqq5p90re&index=20&list=plvboglbyjfamzw8fy68m-pxm-sr3vr8fg,-1.5330184421589537
singlehandley,-1.7858073922128084
stunningly,-1.4159010475739513
slogs,-1.3705364637811712
website?,-1.5895643237167476
nowadays,-1.5507347881743712
"particular,",-1.5371352762709425
66%,-1.3288533416703256
58%,-2.1113730099200123
place;,-2.287346894150802
'fresh',-1.8182484654358184
"tomatoes,",-1.5448599706747541
'clean',-1.6165526956870855
lived-in,-1.7678294799513534
established;,-1.6790994724812585
millions,-1.1551243183756437
devote,-1.6997028863477475
'prequel',-1.5479937821777576
"toxin,",-1.5803010076934376
"gets,",-1.6692397033774484
"play,",-1.4467195649055191
ii-,-1.9273401705650306
christiansen's,-1.4004588219305498
"conception,",-1.9411268096724255
provided,-1.1839706382832729
fantastical,-1.4580010190079324
escapism,-1.397228968294682
innocent,-1.2419388378515113
youngsters,-1.6417894220028157
forefathers,-2.0105955388226064
drifted,-1.6140365546385875
descended,-1.4502043962357722
realm,-1.2800400417838895
dreary,-1.354291992108858
"soapiness,",1.5278513583420683
inexplicable,-1.316841036622533
glossy,-1.2469758420633077
rendering,-1.3200857063609035
habit,-1.7520331737937318
avoiding,-1.7267200913700798
warn,-1.4210633699285757
about:,-1.585024508680922
"""episodes",-1.648300303828144
wary,-1.8720829247193065
blonde,-1.6065061055137553
blabbers,-1.55480153938354
plodding,-1.4659017499281992
contents,-1.5764343083824437
uninspired,-1.203472321258068
re-introduction,-1.8513059128075444
completed,-1.4311176352094475
'clones',-1.6076697114077108
steer,-1.9069287636870556
reignite,-1.8825721728256384
dowses,-1.756077549483923
flame,1.8362731540458836
apologetic,-1.3911902844025466
"fifth,",-1.3522369980749946
centers,-1.376092957001237
divulged,-2.5795150219891214
ten-year-old,-1.5322856699009897
"episode,",-1.202414756771827
handsomer,-1.6720219973558985
pleasant,-1.2551120662114872
inch,-1.6131494775963153
mopey,-1.6035940531284396
sap,-1.6759673273860292
around;,-1.5218119679926556
catastrophic,-1.5826989848563904
judgment,1.4758290655095732
"specifically,",-1.902952611094181
deemed,-1.5229826140937486
attractive,-1.5201992603141201
less-than-stellar,-1.5409209483526063
strike,-1.3664804675113658
"inexperience,",-1.994592568620181
"believe,",-2.051628816971755
frustrations,-1.614635547644803
"becomes,",-2.056542206738969
gradually,-1.223964278945464
haunt,-1.3436227730511683
volatile,-1.7876823802147628
demons,-1.2773241837492215
jekyll,-1.662863798051067
hyde,-1.6557173276142343
rebelling,-1.6961902725115663
mentor),-1.7277060769704544
lusting,-1.4365029901523063
"nerves,",-1.8512127689429057
temper,-1.36347992733017
cinema's,-1.2346689320193818
villains?,-1.5814892328287085
suspending,-1.3304464762288863
"disbelief,",-1.2997034732448134
naïve,-1.504148359443209
would-be,-1.5327433230180567
"unfold,",-1.2801176786140436
subjugated,-1.4350665958639366
meticulously,-1.3597455328097507
pester,-1.6000897128653186
lust,-1.7581855068377314
blossoms,-1.574212992138509
formed,-1.8811003604467433
distractingly,-1.6187013131320924
superficial,-1.3063475319585804
informs,-2.099534607524521
hint,-1.4182368775387508
shared,-1.6126807510953065
"back',",-1.592081947255902
"flirting,",-1.4163249561092082
evolved,-1.5282885159070445
"differences,",-2.1965009753356624
clashed,-1.4918034347615268
"regularly,",-1.6273453384055971
cutouts,-1.7547904915230923
signs,-1.29278916905772
individuality,-1.5113840468600666
posses,-1.3623391050168603
"fruition,",-1.5135998100531656
waterfalls,-1.3514174266263357
fields,1.4253005995511634
"creates,",-1.4446950793913278
constitute,-1.4171303961264836
legitimate,-1.277007482099478
"investment,",-1.3492873416077191
"wonder,",-1.5885575295157253
"shallow,",-1.4112441430611484
witnessing,-1.4069534287845014
enigmatic,-1.26548320134104
rediscovery,-2.283162377160459
hashed,-1.6450307632139873
draft,-1.474438816639074
evening,-1.1934244350452792
"experiment,",-1.5034685950455156
weightlessness,-2.421733089293544
by-and-large,-1.316261212014708
absence,-1.3040747140356692
"fluid,",-1.5687325540159747
"intangible,",-1.6334810296836144
suspend,-1.3075353032802084
disbelief,-1.228100466471107
i',-1.7431856982697185
utilized,-1.2102062035293697
rip-offs,1.7453161353839057
ridley,-1.1183052405992315
scott,2.062665337719725
'steal,-1.5847959752527208
"best',",-1.6804683981982917
advice,-1.241350631432067
'gladiator',-1.4660072858072788
blindingly,-1.4951667464531246
'inspiration',-1.7727034012948388
coliseum,-1.555068921351439
'blade,-1.744581646545095
runner',-1.6174953093098847
incorporated,-1.7272863069951103
similarly,-1.4485161539837217
unsubtle,-1.3701981457919188
grit,-1.4730809778212524
harking,-1.5256506717923204
intangibility,-1.6553162042629705
bare,-1.4625397134125133
akin,-1.8292661833095005
cutscenes,-1.4133217078948308
attack-,-1.5392013550762178
occur,-1.5865297384476158
act-,-1.6615815604467283
teased,-1.8169286644200848
hushed,-1.316256661480297
"tones,",-1.4699250928921406
digitally,-1.3842132742205788
rendered,-1.3348946957933132
"concerning,",-1.6561006730239352
hive,-1.4746835355582875
miscalculation,-1.8215949194472085
game-,-1.58429329829368
bearing,-1.5138956427765076
franchise's,-1.2360980794918153
disputes,-1.9049679295954796
alternative,-1.3613880368954734
'clone,-1.3987307713859605
ideally,-1.5931848591658102
discuss,-1.4728475085017192
underwritten,-1.3217687331644663
'insert,-1.3002651550302344
here',-1.263908685735569
imitation,-1.3381893594035017
grab,-1.1222728618092572
inability,-1.3471881377464818
transpiring,-1.3990803961710059
amounts,-1.3512447810240922
"experimentation,",-1.5200408520194786
irresponsible,-2.1999606182092823
renowned,-1.686681619627879
"overwhelming,",-1.3553142485848797
thread,-1.3055317257260561
hard-pressed,-1.4035968162282573
"completion,",-1.8603452624532588
crowding,-1.5138236140954424
foreground,-1.6632763423668142
chromebooks,-2.380746802606713
"backstory,",-1.1844607505393943
instalment's,-1.517847030880402
"comprehension,",-1.3558443925982886
obligatory,-1.3907599244212716
f,1.1573353400503492
(9%),1.9242932449269954
"""hate""",-2.0413076867720346
designed,-1.4434627033145577
"ep5,",-2.2878647593770682
inverted,-1.745435167947548
downward,-1.3843964626891347
spiral,-1.6743457779697997
2hour,-2.079699033678632
is:,-1.348140463268178
equivalent,-1.2546760142352158
yoda!,-1.5016075873895494
"effect,",-1.4810766262403725
star-wars,-1.3437645690399331
sensible,-1.5968367715900318
cries,-1.2835022997949175
gusto,1.348413217577492
"floja,",3.0866269848161183
"igual,",3.0810153563447384
yodas,-1.8538981127455847
stead,-1.7689978591741953
77%,-1.3379172948312734
podcast,1.9307534315436667
partner,1.4273988969430822
smear,-2.024053998021675
"series""",-1.976315573970805
wholeheartedly,-1.3945216406007452
assessment,-1.7611697929886785
"overkill,",-1.4323635253704718
merciful,-1.8010568210695617
stinking,-1.2977828622526435
fetid,1.4765279952993613
warthog,1.4572429322762104
innards,1.3822951325133639
rancid,-1.3510970951897496
atop,-1.5414973282588327
summit,-1.6643649884077776
shopping,-1.5140838017785985
classified,-1.6992549414182885
'cult,-1.2893187839791935
"movie""",1.299063243839177
movie',-1.4928451890772858
success!,1.8411218777608584
ð???,1.3020730158183427
anterior,3.2103416660869026
increíble,1.9305051854915887
"(2002),",-1.4888330801918541
grown-up,1.4884855267410655
genetically,-1.9509492735683838
identical,-1.7547371657301563
(ian,-1.2167470195602574
mcdiarmid),-1.2920860998520562
consolidation,-1.5770007276339661
command,-1.5804232849364124
parallels,-1.344900650066162
fascist,-1.5349591565471754
germany,-1.5822730915464216
"italy,",-1.5512403068488745
cautionary,-1.388200552883901
henson-creation,-1.7228524937208758
(voiced,-1.3293882152217407
oz),-1.2416832111124083
frenetic,-1.6514532692158632
newcomer,-1.5227419234367323
delight,-1.2928875360439638
disproportionate,-1.6930826821689526
justified,-1.4888093558522677
sarcastic,-1.5203104177140976
see!,-1.2548053154648793
great!!,-1.8202613901810594
"douku,",-1.589117977880578
"tarnus,",-1.7238702198947193
cried,-1.2124258629447324
arms,-1.3390919016203386
fave!,-1.830554960696793
"characterization,",-1.2680718824005202
"gullible,",-1.8678429824858254
u,-1.2850172295113897
"alien,",-1.968754335783349
shoe,-1.3770672631446885
horned,-1.5393421940165823
"hunter,",-1.6201157486438604
ripping,-1.5352881642341194
capture,-1.152775407099805
buster,-1.515267283812236
infuriatingly,-1.3070670103652642
overpopulated,-1.4269857335300749
neatly,-1.5418180965071804
compressed,-1.6499998770868955
corsucant,-1.9887040437415402
skeptical,-1.5184610939433612
trend,-1.3252115780990026
"setter,",-1.6120204303346641
futuristic,-1.2023345389566036
traffic,-1.3841220171628594
advertising,-1.4488625729955285
verhoven's,1.7265030771633412
budding,-2.1352340327531096
"mcgreggor,",-1.3985937046794683
gratuitous,-1.3328747087029365
racer,-1.5284933249555457
leaps,-1.3443789115155558
bounds,-1.3682299620947123
assembly,-1.1990801899238286
holding,-1.2381642076735262
shock,-1.2602830218270147
insect-like,-1.6939018497939689
somebody,-1.2181358951376615
konami,-1.660756952790295
civilization,-1.6141894987157612
producing,-1.3264066789868687
django,2.8386842092336715
"worked,",-1.5370823697046943
"minimal,",-1.5130818872265022
"illustrated,",-1.9218205060965274
long-awaited,-1.1540673382896094
debut,-1.2965349997910778
"rewatchable,",-1.426770621177677
thickest,-1.3597024101788406
chunks,-1.242141809252579
twilights,-1.8544693344079477
brim,-1.2593210059490627
strongly,-1.2709273641765075
semblance,-1.3287763999482662
addresses,-1.360535791988568
moments--the,-1.569643817425571
homestead,-1.4834111778882924
"bliss,",1.3235579839281042
water-world,-1.6708572913919113
way--but,-1.6636067092527176
padmia,-1.9513696009229937
shrowd,-1.745847543044278
forever?,-1.774695238857481
non-stop,-1.346331968525365
detracting,-1.607050852946967
one-ups,-1.9325705518080698
busier,-2.0907471481663435
name-checked,-1.550323846760688
"times),",-1.7093417137491775
plasticine,-1.6633152092298769
window,-1.1820736322331789
dressing,-1.7171139076420538
else's,-1.4599423701152388
"example,",-1.4318074706587753
(anti),-1.5700961917610035
rides,1.3763076471187723
cg-rendered,-1.2148727925356506
cow-like,-1.2281567544889738
distressing,-1.951757749651015
animal's,-1.5297076035937598
laser-sharp,1.6170358672311709
study,-1.15571204852515
animators,1.4271616223274959
observe,1.4217545270412415
influence,-1.1590856175451354
"designing,",1.6061949562813822
"drawing,",1.671448426735988
animating,1.7223777484021343
"what,",-1.3259977585559204
bull,-1.6253330835003765
pixel,-1.5393830187417437
paper?,-1.5018949503123686
sums,-1.3146601844868282
pg-rated,-1.5109874227560343
(now),-1.4258191184828404
oscar,1.1119447908318212
co-star,-1.453116264275646
"painful,",-1.4636512304586096
soulless,-1.3149786229725042
cadence,1.5561096536708885
chapter's,1.6108242335103125
runaway,1.7177387532543276
carnival,1.693923877722237
"feel,",-1.2984364200795198
smoke,-1.3877274770178567
mirrors,-1.239491300647058
line:,-1.303607847447677
blockheads,-1.643821565529871
jus,-1.840501395003469
joda,-1.7377303164201143
scare,-1.5647316442309915
asking,-1.2472949222939609
chef,-1.4800538471684332
poison,-1.4674620963220073
stares,-1.9669985314889435
"annoyed,",-1.8774637468766255
"anger,",-1.1830899999171471
"frustration,",-1.4569184234133368
"taker,",-1.3565004953957174
"path,",-1.576628470338956
deleted,-1.4521230409213373
lengthen,-2.1656121698660886
"disgusting,",1.2879260837826543
stars!!!,1.3111915508494254
"lightsabers,",-1.165992756214169
forcefeeds,-1.7617940968625918
least-star,-1.7544181905804839
warsy,-1.5463458964992898
blamed,-1.4811620674605832
lethal,-1.363182721133961
monologue,-1.3459331544330493
(partially),-1.796862711703394
removing,-1.517824777776377
"motivation,",-1.6471174652303588
vacant,-1.6478521238932493
fashion,-1.2120495993237954
"suspicion,",-1.4779778819304457
sophistication,-1.547301327042334
"stunted,",-1.3953221839603023
"extended,",-1.7547902035926843
resemble,-1.84623944342564
denominator,-1.3862871642024484
"c3po,",-1.53831552780205
directly,-1.276928135767859
"rotj,",-1.4918512389436298
problem:,-1.5005897148292997
ambiguity,-1.387130174809915
dooku:,-2.0335783732125807
separatist?,-2.017841318068483
leaving?,-1.7726786648181734
"dynamic,",-1.6721367681906198
layered,-1.7817458266489412
"power,",-1.155249816667545
clothing,-1.7922044357956348
shoots,-1.6439823100146218
lightning,-1.2154650396959994
dismay,-1.574384018289811
dynamic,-1.18108125865594
flipping,-1.4092041750853173
ninja,-2.08426854907725
showcase,-1.4837910202791857
